image,decision,grade
class_2.5_weightmap.jpg,keep,2
class_2.0_weightmap.jpg,keep,3
class_0.5_weightmap.jpg,keep,2
class_4.0_weightmap.jpg,keep,3
class_3.5_weightmap.jpg,keep,1
class_1.0_weightmap.jpg,keep,4
class_4.5_weightmap.jpg,keep,2
class_1.5_weightmap.jpg,keep,2
class_0.0_weightmap.jpg,keep,3
class_3.0_weightmap.jpg,keep,4
class_2.5_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,2
class_0.5_weightmap.jpg,keep,3
class_4.0_weightmap.jpg,keep,4
class_3.5_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,3
class_4.5_weightmap.jpg,keep,1
class_1.5_weightmap.jpg,keep,2
class_0.0_weightmap.jpg,keep,2
class_3.0_weightmap.jpg,keep,1
class_3.5_weightmap.jpg,keep,2
class_3.0_weightmap.jpg,keep,3
class_4.5_weightmap.jpg,keep,4
class_2.0_weightmap.jpg,keep,4
class_3.0_weightmap.jpg,keep,1
class_2.0_weightmap.jpg,keep,3
class_3.0_weightmap.jpg,keep,5
class_4.0_weightmap.jpg,keep,2
class_0.0_weightmap.jpg,keep,2
class_3.0_weightmap.jpg,keep,1
class_1.0_weightmap.jpg,keep,4
class_0.5_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,2
class_1.0_weightmap.jpg,keep,3
class_0.0_weightmap.jpg,keep,4
class_1.5_weightmap.jpg,keep,1
class_0.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_4.5_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_4.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_1.5_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_4.5_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,3
class_3.5_weightmap.jpg,keep,4
class_3.0_weightmap.jpg,keep,3
class_4.5_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,3
class_3.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_4.0_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_1.5_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_4.5_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,5
class_4.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_1.5_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_4.5_weightmap.jpg,keep,5
class_3.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,5
class_0.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,5
class_2.5_weightmap.jpg,keep,5
class_1.0_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,2
class_3.5_weightmap.jpg,keep,3
class_2.0_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,3
class_2.0_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,5
class_4.5_weightmap.jpg,keep,1
class_3.0_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,3
class_4.0_weightmap.jpg,keep,4
class_1.5_weightmap.jpg,keep,2
class_3.0_weightmap.jpg,keep,3
class_4.0_weightmap.jpg,keep,4
class_3.0_weightmap.jpg,keep,4
class_0.5_weightmap.jpg,keep,3
class_3.0_weightmap.jpg,keep,5
class_2.0_weightmap.jpg,keep,4
class_2.0_weightmap.jpg,keep,2
class_0.0_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,3
class_4.0_weightmap.jpg,keep,4
class_3.5_weightmap.jpg,keep,1
class_4.0_weightmap.jpg,keep,4
class_4.5_weightmap.jpg,keep,3
class_1.5_weightmap.jpg,keep,2
class_0.0_weightmap.jpg,keep,5
class_0.5_weightmap.jpg,keep,4
class_2.0_weightmap.jpg,keep,3
class_2.0_weightmap.jpg,keep,2
class_3.5_weightmap.jpg,keep,4
class_0.0_weightmap.jpg,keep,3
class_2.0_weightmap.jpg,keep,2
class_3.0_weightmap.jpg,keep,4
class_1.5_weightmap.jpg,keep,3
class_2.5_weightmap.jpg,keep,2
